,POST.500.api/User.status_code,POST.500.api/User.avg_duration,PUT.500.api/User/{id}.status_code,POST.500.api/User.request_count,PUT.500.api/User/{id}.avg_duration,POST.200.api/User.avg_duration,GET.200.api/User.request_count,DELETE.500.api/User/{id}.request_count,POST.200.api/User.total_duration,DELETE.500.api/User/{id}.avg_duration,DELETE.500.api/User/{id}.status_code,GET.500.api/User/{id}.request_count,GET.200.api/User/{id}.request_count,PUT.200.api/User/{id}.status_code,GET.200.api/User/{id}.status_code,GET.500.api/User.status_code,PUT.200.api/User/{id}.request_count,GET.500.api/User.request_count,DELETE.200.api/User/{id}.request_count,GET.200.api/User.avg_duration,POST.200.api/User.request_count,GET.200.api/User.total_duration,GET.500.api/User.total_duration,GET.200.api/User/{id}.avg_duration,DELETE.200.api/User/{id}.avg_duration,POST.200.api/User.status_code,DELETE.500.api/User/{id}.total_duration,GET.500.api/User.avg_duration,DELETE.200.api/User/{id}.status_code,GET.500.api/User/{id}.total_duration,GET.200.api/User.status_code,PUT.200.api/User/{id}.total_duration,POST.500.api/User.total_duration,PUT.500.api/User/{id}.request_count,GET.200.api/User/{id}.total_duration,PUT.200.api/User/{id}.avg_duration,DELETE.200.api/User/{id}.total_duration,GET.500.api/User/{id}.avg_duration,GET.500.api/User/{id}.status_code,PUT.500.api/User/{id}.total_duration
0,,,,,,-0.0026312303849066465,,,-0.2813864805653711,,,,,,,,,,-1.6654867256637162,,-1.7332155477031792,,,,-0.009212981500210715,0.0,,,0.0,,,,,,,,-0.30587846938053104,,,
1,,,,,,-0.03607863038490666,,,-0.3148338805653711,,,,,,,,,,-1.6654867256637162,,-1.7332155477031792,,,,0.00043671849978926813,0.0,,,0.0,,,,,,,,-0.29622876938053105,,,
2,,,,,,0.32699101961509336,-1.668874172185431,,0.6529268194346289,,,-0.014285714285714235,-1.6610455311973027,0.0,0.0,0.0,-1.651202749140893,-0.050000000000000044,-1.6654867256637162,0.6520840518302586,-0.7332155477031792,0.3759485235099339,-0.12419434666666673,0.5265716975359351,0.019998718499789292,0.0,,-0.07386218750000006,0.0,0.07584921285714274,0.0,0.27523764501718206,,,0.24494537150084328,0.5387691973719522,-0.27666676938053103,0.08871958142857139,0.0,
3,,,,,,-0.20584923038490666,-1.668874172185431,,-0.4846044805653711,,,,-1.6610455311973027,0.0,0.0,,-0.6512027491408929,,-1.6654867256637162,-0.13197514816974135,-1.7332155477031792,-0.40811067649006605,,-0.1473236024640649,0.6303286184997893,0.0,,,0.0,,0.0,0.5263989450171821,,,-0.42894992849915675,0.2589284473719522,0.33366313061946895,,,
4,,,,,,0.017924469615093364,-1.668874172185431,,-0.26083078056537107,,,,,0.0,,,-1.651202749140893,,,0.01224675183025864,-1.7332155477031792,-0.2638887764900661,,,,0.0,,,,,0.0,-0.21037455498281793,,,,0.053156997371952175,,,,
5,0.0,-0.39979486708860756,,-0.012658227848101333,,-0.24781225538490664,3.331125827814569,,-0.43690418056537106,,,,2.3389544688026973,0.0,0.0,,2.348797250859107,,2.3345132743362838,-0.157634964836408,1.2667844522968208,0.11219842350993392,,-0.08791276246406493,-0.10603682150021071,0.0,,,0.0,,0.0,0.0577360450171821,-0.41921884050632907,,0.40716907150084314,-0.1534053626280478,0.369872330619469,,,
6,,,,,,-0.09300643038490664,,,-0.37176168056537107,,,,,,,,,,,,-1.7332155477031792,,,,,0.0,,,,,,,,,,,,,,
7,,,,,,-0.09796373038490666,,,-0.3767189805653711,,,,-1.6610455311973027,,0.0,,,,-1.6654867256637162,,-1.7332155477031792,,,0.01796579753593508,-0.02863818150021069,0.0,,,0.0,,,,,,-0.2636605284991568,,-0.325303669380531,,,
8,,,,,,,,,,,,,,,,,,,-1.6654867256637162,,,,,,0.02040891849978932,,,,0.0,,,,,,,,-0.276256569380531,,,
9,,,0.0,,-0.10986677888888907,0.17032176961509338,0.331125827814569,,0.787610119434629,,,-0.014285714285714235,-0.6610455311973027,0.0,0.0,,0.34879725085910707,,-0.6654867256637162,0.258114285163592,0.2667844522968208,1.0318648235099341,,0.1143218475359351,0.30660231849978936,0.0,,,0.0,-0.23307728714285725,0.0,0.4404163450171821,,-0.011111111111111072,0.22910717150084325,0.05326689737195217,0.6157196306194691,-0.2202069185714286,0.0,-0.1280189633333334
